Category,Question,1,2,3,4,Answer,Explanation,Trial,Subcategory,Image,ID
Biology,Neurons without significant myelin are associated with which function?,Vision,cognition,Pain,Voluntary motion,3,Pain signals are sent using unmyelinated neurons meaning the signal is much slower than those that are myelinated. This is one of the reasons pain reflexes can occur before the brain processes the pain.,No,Nervous System,,A852
Biology,The term “postsynaptic” is MOST associated with which neuron component?,axon hillock,myelin sheath,dendrite,axon terminal,3,The dendrite is the area that can receive stimuli from other cells. The other three are more toward sending information rather than receiving.,No,Nervous System,,A853
Biology,What can be said about the flow of potassium (K+) after the rising phase of an action potential?,The electrical gradient wants potassium out; the concentration gradient wants potassium in,The concentration gradient wants potassium out; the electrical gradient wants potassium in,Both the electrical and concentration gradients of potassium want potassium out of cell,Both the electrical and concentration gradients want potassium in the cell,3,"After the rising phase there is a much larger concentration of K+ ions inside the cell as well as more positive charge as the cell becomes hyperpolarized, both contributing to the exit of K+ ions from the cell.",No,Nervous System,,A854
Biology,What substance is needed for saltatory conduction to occur across an axon?,Calcium,thiamine,potassium,myelin,4,"Saltatory means ""leaping"". When an axon is myelinated, action potentials can ""leap"" across areas of myelinated axon and skip large portions of the axon during the action potential.",No,Nervous System,P51,A855
Biology,Serotonin is classified as __,indolamine,catecholamine,purine,monoamine,4,"Serotonin is a monoamine, the same class as dopamine.",No,Nervous System,,A856
Biology,Neuropeptide Y is most associated with:,memory consolidation,pain relief,appetite ,vasodilation,3,Neuropeptide Y has been shown to stimulates appetite.,No,Nervous System,,A857
Biology,The effects are sustained in which one?,Ionotropic,Metabatropic,both a and b,None of the above,2,"Ioniotropic receptors work by allowing ions into the cell when activated changing the concentration and charge of the inside of the cell. These receptors have a fast response. Metabotropic receptors, release a protein into the cell when activated which produces a certain chemical process. These receptors have a slower onset and a longer lasting effect.",No,Nervous System,,A858
Biology,Which of the following are analgous to EPSPs and IPSPs?,Ionotropic,Metabatropic,Both a and b,None of the above,3,Both ionotropic and metabotropic receptors can contribute to post synaptic potentials.,No,Nervous System,,A859
Biology,"LSD is a drug that, when in the brain, mimics the chemical serotonin. As result, the brain increases its level of serotonin usage, and one begins to hallucinate and act in a manic mood. This is an example of how LSD is a/an ____ for serotonin.",allegonist,antagonist,agonist,None of the above,3,An agonist is a molecule that activates a receptor in replacement of the original ligand.,No,Nervous System,,A860
Biology,The neurotransmitter most associated inhibition of IPSPs in the brain is,Substance P,Acetylcholine,GABA,Glutamate,3,"GABA receptors typically allow negative ions into a cell, inhibiting the cell from reaching the depolarization threshold.",No,Nervous System,,A861
Biology,Which of the following freely crosses the blood-brain barrier?,amino acids,lipids,herpes,water,3,,No,Nervous System,,A862
Biology,Which of the following is NOT a method by which neurotransmitters are removed from the synapse?,Glial cells remove them from the synapse,Transporters send them back to the original neuron through reuptake,Enzymes break down and parts diffuse back into the cell,Ionotropic and metabatropic receptors absorb them into the postsynaptic cell,4,"Receptors do not absorb neurotransmitters, they temporarily bind to them causing a change in shape. This change of shape can either directly or indirectly lead to ions flowing into the cell for depolarization.",No,Nervous System,,A863
Biology,Which of the following remove waste products from inside a neuron?,Lysosomes,Ribosomes,mitochondria,microtubules,1,Lysosomes are organelles that contain degradation enzymes. Waste can be collected and degraded within a  lysosome.,No,The Cell,P43,A864
Biology,Which of the following is responsible for the removal of waste substance in synapses?,Schwann cells,Radial glia,Oligodendrocytes,Microglia,4,"Schwann cells and oligodendrocytes are part  of the myelin sheath, radial  cells help neurons find where they are supposed to be. Microglia function similar to macrophages in the CNS.",No,Nervous System,,A865
Biology,"In terms of EPSP’s, ___ ions often ___ the cell",sodium...enter,sodium...leaves,potassium...enter,potassium...leaves,1,"Sodium ions enter the synapse, contributing to the depolarization of the cell. This is termed an excitatory post synaptic potential (EPSP)",No,Nervous System,,A866
Biology,The process by which vesicles (w/ neurotransmitters) fuse with the axon terminal to release neurotransmitters is called:,propagation,saltatory conduction,exocytosis,active transport,3,"When a vesicle fuses to the cell membrane at the axon terminal, the membranes become continuous and the vesicle becomes part of the cell membrane. Any contents that were carried in the vesicle are released outside the cell into the synapse. This process is exocytosis.",No,The Cell,,A867
Biology,"If someone has a genetic ability to survive sickle cell anemia, that person has a smaller tendency to be susceptible to:",Syphilis,Leprosy,Malaria,HIV,3,The expression of the gene that creates immunity to Malaria is the same gene as the one expressed for sickle cell anemia.,No,"Genetics, Molecular, and Microbiology",,A868
Biology,"Symptoms of schizophrenia (i.e., psychotic behaviors) are correlated with either an excess of _____ or a lack of ______.",serotonin...GABA,GABA...serotonin,dopamine...glutamate,glutamate...dopamine,3,"Too much dopamine, or not enough glutamate can cause hallucinations and/or delusions.",No,Nervous System,,A869
Biology,"At the end of the rising phase of an action potential, the cell is at:",-70 mV,-50 mV,0 mV,30 mV,4,"After an action potential fires, the cell goes from a depolarized state with a charge of -70mV to a hyperpolarized state of 30mV",No,Nervous System,P51,A870
Biology,Which of the following is MOST associated with acetylcholine (Ach)?,Voluntary motion ,Pleasure,Mood,Relaxed state,1,Acetylcholine is the neurotransmitter that is released in the voluntary neuromuscular junction. It is how neurons excite muscle cell membranes leading to contraction of muscle fibers.,No,Nervous System,,A871
Biology,Which of the following is a sex-linked disorder?,nearsightedness,colorblindness,farsightedness,All of the above,2,"The recessive gene for colorblindness is located on the x chromosome. Since males only have one x chromosome they have a higher likelihood of expressing the gene, whereas females have less likelihood as they only need one of their two x chromosomes to be the dominant allele.",No,Nervous System,,A872
Biology,"When multiple dendrites are stimulated simultaneously to produce an action potential, it is said to be stimulated by _______.",spatial summation,temporal summation,graded inhibition,None of the above,1,Spatial summaiton refers to many different synapses contributing to the depolarization of a neuron simultaneously. Temporal refers to a single synapse contributing to depolarization multiple times quickly.,No,Nervous System,P51,A873
Biology,"In the sheep, the thalamus is above the hypothalamus. Therefore, the hypothalamus (in this case) is said to be _____ to the thalamus.",ventral,inferior,caudal,posterior,2,Inferior refers to below. Posterior refers to behind. Caudal refers to the direction toward the front in quadropeds. Ventral is toward the surface closes to the abdomen.,No,Nervous System,,A874
Biology,"As afferent information travels from the skin, it goes into a dorsal root _____, which is a group of cells that integrate information before entering the spinal cord.",nucleus,gyrus,column,ganglion,4,A ganglion is a group of cell bodies called grey matter. These cell bodies process information before sending it to the next area.,No,Nervous System,,A875
Biology,Which of the following would be part of the somatic nervous system?,neurons that  move the heart,neurons that dilate the pupils,neurons that move muscles in the frontal lobe,neurons in the ear that send auditory input,3,The somatic nervous system refers to the parts of the nervous system involved in voluntary muscle control.,No,Nervous System,P43,A876
Biology,Which one decreases digestion in the stomach?,Sympathetic nervous system,Parasympathetic nervous system,Somatic nervous system,None of the above,1,"When the sympathetic nervous system is active, energy is distributed to areas of the body which will help the fight-or-flight reaction like the heart, and voluntary muscles. Digestion is therefore slowed down.",No,Nervous System,,A877
Biology,Acetylcholine is the primary neurotransmitter in which system?,Sympathetic nervous system,Parasympathetic nervous system,Somatic nervous system,None of the above,1,The sympathetic nervous system is involved in the stress response. The stress response diverts bloodflow away from the digestive system toward the muscular system in order to be prepared to move in case of danger.,No,Nervous System,,A878
Biology,Which system hits more targets in the periphery?,Sympathetic nervous system,Parasympathetic nervous system,Somatic nervous system,None of the above,2,The parasympathetic system is involved in initiating the calm response/rest and digest. It diverts bloodflow to the digestive system and activates the immune system among other things.,No,Nervous System,,A879
Biology,Which of the following is triggered when one experiences a panic attack?,Sympathetic nervous system,Parasympathetic nervous system,Somatic nervous system,None of the above,1,The sympathetic nervous system initiates the stress response. ,No,Nervous System,,A880
Biology,Which of the following is NOT part of the hindbrain?,Pons,caudate nucleus,medulla,cerebellum,2,The caudate is located within the cerebrum.,No,Nervous System,,A881
Biology,Which of the following is FALSE about the hindbrain?,It is a center for autonomic function,It is the site where 75% of cranial nerves are found,It is the site where axons cross,It controls reflexes like vomiting,4,,No,Nervous System,,A882
Biology,What is the function of the reticular formation?,REM sleep,Personality formation,Pain control,Alertness/arousal,4,"The reticular formation is a network of neurons that mediate the overall level of consciousness, including awareness and arousal.",No,Nervous System,,A883
Biology,The Raphe system sends endogenous ___ throughout the brain,Glutamate,GABA,serotonin,Acetylcholine,3,The Raphe system is an extensive system of neurons that send serotonin to a vast variety of areas in the brain inculding most of the cerebral cortex.,No,Nervous System,,A884
Biology,"Autonomic changes (heart, etc) travel from the brain via the ______ nerve.",Facial,Hypoglossal,Vagus,Trigeminal,3,"The vagus nerve is the primary pathway that the parasympathetic ""calm"" response travels to the organs of your body.",No,Nervous System,,A885
Biology,The neurotransmitter that is heavily produced in the substantia nigra is:,Dopamine,Serotonin,Acetylcholine,Epinephrine,1,"The substantia nigra is responsible for most of the brain's dopamine production. When it is destroyed, symptoms of low dopamine manifest in the form of Parkinson's disease.",No,Nervous System,,A886
Biology,"If the substantia nigra is destroyed, then symptoms of __ become probable",schizophrenia,ADHD,autism,Parkinson's disease,4,"The substantia nigra is responsible for most of the brain's dopamine production. When it is destroyed, symptoms of low dopamine manifest in the form of Parkinson's disease.",No,Nervous System,,A887
Biology,"The area in which auditory reflexes (i.e., sound localization) are processed is the:",inferior colliculus,globus pallidus,stria terminalis,superior colliclus,1,"The inferior colliculus processes sound localization. The superior colliculus processes visual stimuli in much the same way, while the globus pallidus is involved in movement and the stria terminalis relays messages from the amygdala.",No,Nervous System,,A888
Biology,Which of the following senses does NOT get relayed via the thalamus?,smell,vision,taste,hearing,1,Smell is the only sense that isn't sent through the thalamus before being integrated by the brain.,No,Nervous System,,A889
Biology,"Biologically-motivated behaviors (e.g., hunger, sex drive) are most linked to the:",hypothalamus,thalams,amygdala,caudate nucleus,1,"The hypothalamus is primarily involved in encouraging the release of hormones associated with motivated behaviors. The thalamus directs sensory inputs to other parts of the brain, the amygdala initiates the stress response, while the caudate nucleus is involve in movement and procedural learning.",No,Nervous System,,A890
Biology,"The amygdala, a center for fear, an emotion, is part of the ___ system.",limbic,basal ganglia,meningeal,ventricular,1,"The limbic system is involved in emotional processing. the basal ganglia is primarily associated with movement. the meninges are layers that protect the brain, and ventricles are fluid filled spaces within the brain.",No,Nervous System,,A891
Biology,A “spinal tap” procedure is also called a/an:,REM procedure,encephalic stint,lumbar puncture,cistern leak,3,A spinal tap/lubar puncture is a way to inject something into the fluid around the CNS without being too invasive. A needle inject fluid through the vertebrae and into the cavity around the spinal cord.,No,Nervous System,,A892
Biology,An elevation of cells on the surface of the cerebral cortex is called a:,gyrus,fissure,sulcus,nucleus,1,"The elevated grooves of the brain are called gyri (plural of gyrus), the spaces between them are called sulci (sulcus) or fissures. A nucleus is a group of cell bodies called grey matter that process information within the brain, in subcortical areas.",No,Nervous System,,A893
Biology,Which of the following functions is not associated with the frontal lobe?,conversion of visual input to action,level of social sonsciousness,planning of movements,working memory,1,"Working memory, planning movements, and social consciousness all primarily take place in the frontal lobe. The conversion of visual input to action occurs in other areas associated with the occipital lobe and midbrain.",No,Nervous System,,A894
Biology,"Patient X has unilateral neglect syndrome. The main problem seems to be his complete unawareness to an entire half of the body, which is due to damage of:",Left parietal lobe,Right parietal lobe,Left occipital lobe,Right occipital lobe,2,"When the right side of the parietal lobe is damaged, it results in unawareness of the other half of the body. similar results occur with the left side of the parietal lobe but not to the extent of zero awareness of the other side. ",No,Nervous System,,A895
Biology,"Word meaning (i.e., Wernicke’s area) is MOST associated with the __ lobe.",right temporal,left temporal,right frontal ,left frontal,2,Wernickes area is involved in the comprehension of language and is located in the left temporal lobe.,No,Nervous System,,A896
Biology,"The nervous system, when developed comprises approximately ____ neurons.",1 billion,10 billion,100 billion,1 trillion,3,There are about 100 billion neurons in the nervous system.,No,Nervous System,P43,A897
Biology,The neural tube forms at approximately _____ days.,1,5,10,25,4,It take around 25 days for the neural tube to form.,No,Nervous System,,A898
Biology,The neural ____ is destined to form the peripheral nervous system.,Tube,plate,crest,fold,3,"The neural crest develops into enteric neurons as well as smooth muscles, cartilage and bone.the neural plate develops into the neural fold then to the neural tube The neural tube develops into the spinal cord and brain.",No,Nervous System,,A899
Biology,"Collectively, the nervous system is formed by the germinal layer known as the:",Somaderm,Endoderm,Mesoderm,Ectoderm,4,"The cells of the ectoderm developed during embryogenesis and in the fetus develops into the cells of the nervous system as well as skin cells. The mesoderm develops into muscle cartilage and bone, while the endoderm turns into organs and endothelial cells.",No,Nervous System,,A900
Biology,Programmed cell death is another name for _____:,necrosis,gliopathy,apoptosis,neurogenesis,3,Apoptosis is a normal process in the cell cycle where molecular changes such as the build up of capases cause the break down of the cell leading to cell death,No,Nervous System,,A901
Biology,Dendrite growth occurs during this stage:,proliferation,migration,differentiation,synaptogenesis,1,,No,Nervous System,,A902
Biology,The ventricles are the site for this stage to occur:,proliferation,migration,differentiation,synaptogenesis,2,The ventricles are spaces within the brain filled with fluid and allow neurons to migrate to other spots within the brain.,No,Nervous System,,A903
Biology,Axons are attempting to override programmed cell death during this stage:,proliferation,migration,differentiation,synaptogenesis,3,,No,Nervous System,,A904
Biology,The branching of dendrites is MOST influenced by:,environmental experiences,genetics,chemical levels,electrical activity,4,Dendrites will attempt to connect to axons by sensing action potentials in the environment.,No,Nervous System,P51,A905
Biology,Presence of all of the following EXCEPT _______ has been linked with excessive neuron death in a fetus.,iodine,alcohol,nicotine,anesthetics,4,"Excessive nicotine, alcohol, and iodine have all been observe to increase neuron death a fetus. this has not been observed with anesthetics.",No,Nervous System,,A906
Biology,"Which of the following proteins, when accumulated in the brain due to Alzheimer’s Disease, results in the disruption of communication between neurons (e.g., axon and dendrite depletion)?",tau,zeta,beta amyloid,alpha deltoid,3,"Tau is a protein that accumulates between neurons disrupting neural communication in Alzheimers disease. Tau is a normal protein and is necessary, but becomes dysfunctional in Alheimers resulting in the accumulation of it.",No,Nervous System,,A907
Biology,Sprouting is a process in which:,Axons will create new extensions that connect to areas where other axons have died,Dendrites will overbranch themselves to facilitate more efficient processing,Columns of cortical homunculi will disappear due to lack of use,Implanted neurons will take the place of neurons that have died,2,Sprouting occurs when dendrites extend themselves trying to create new synapses with neurons around them.,No,Nervous System,,A908
Biology,"When muscle fibers contract, they do so by units of ____ and myosin.",sarcolemma,leucin,actin,uracil,3,"Actin is the thin, stationary filament that myosin (the mobile filament) binds to in order to contract the sarcomere contributing to overall muscle contraction.",No,Muscular and Skin,,A909
Biology,The site of the neuromuscular junction requires the neurotransmitter:,acetylcholine,dopamine,norepinephrine,glutamate,1,Acetylcholine is the neurotransmitter used by neurons to communicate with voluntary muscles.,No,Nervous System,,A910
Biology,Which is the cause for fatigue in symptoms of myasthenia gravis?,Loss of receptors at the neuromuscular junction,Higher than normal levels of enzymes that remove neurotransmitters from synapse,Low production of neurotransmitters required to move one's muscles,Altered involuntary motor activity,1,"As receptors in the neuromuscular junction are lost, the communication between neurons and muscle cells become weaker, resulting in weakness and fatigue of muscles.",No,Nervous System,,A911
Biology,Onset of Parkinson’s Disease first involves death of cells in the:,thalamus,medulla,substantia nigra,hippocampus,3,"The substantia nigra is the site of dopamine production. When cells of the substantia nigra die, dopamine production slows immensely, contributing to symptoms of low dopamine such as tremors and loss of motor function as seen in Parkinson's.",No,Nervous System,,A912
Biology,Which is FALSE about attention deficit hyperactivity disorder (ADHD)?,It is more prevalent in males than in females,It is a disorder that is diagnosed in both children and adults,Secondary clusters of symptoms include inattentiveness and impulsiveness,It has been correlated with poor performance in school,4,"The first three answsers have been correlated with ADHD, however low test scores has not been correlated with ADHD. This remains a myth.",No,Nervous System,,A913
Biology,Which of the following neurotransmitters elevates when taking drugs like Ritalin?,dopamine,serotonin,epinephrine,GABA,1,,No,Nervous System,,A914
Biology,Which of the following areas secretes melatonin in humans?,SCN,Pineal gland,Eyes,Medial preoptic area,2,"One funciton of the pineal gland is to secrete melatonin, which helps regulate one's circadian rhythm. ",No,Nervous System,,A915
Biology,_____ is a substance released by the immune system to “raise the heat” in fever.,Renin,Cortisol,Prostaglandin,Vasopressin,3,Prostaglandin is usually secreted to fight infection by raising temperatures to denature proteins and DNA of infectious bacteria.,No,Endocrine System,,A916
Biology,Low blood sugar is primarily detected by the:,Stomach,Liver,Kidneys,Pancreas,2,"The liver has a large amount of glycogen stores, and when there is a low concentration of blood glucose, the liver begins to break down glycogen to release glucose into the bloodstream and balance blood sugar levels.",No,Digestive System,,A917
Biology,What feature is seen in both Type I diabetes and hyperinsulinemia?,Weight gain,Weight loss,Increased appetite,Decreased appetite,1,Both hyperinsulinemia and type 1 diabetes contributes to an excess of glucose able to enter cells. This excess glucose intake results in weight gain.,No,Digestive System,,A918
Biology,A chemical imbalances of ______ has been correlated to binging behavior in bulimics.,low levels of leptin,high levels of NPY,high levels of CCK,None of the above,2,"High levels of NPY are associated with increased appetite, leading to binging behavior.",No,Digestive System,,A919
Biology,Which of the following is FALSE about steroid hormones?,Sex hormones are examples of steroid hormones,Steroid hormones are comprised of fats/lipids,Do not require receptors to have an effect,Steroid hormones can pass through virtually all cell membranes,4,"While it is true that steroid hormones can pass through most cell membranes, there are certain ones that they cannot. A prime example would be the blood brain barrier.",No,Endocrine System,,A920
Biology,This part releases oxytocin,Anterior pituitary,Posterior pituitary,Hippocampus,None of the above,2,"The endocrine system is a vast system that is responsible for releasing many different hormones. The pineal gland releases melatonin for sleep, the thyroid gland releases T3 and T4 to regulate basal metabolic rate, the parathyroid is responsible for releasing PTH for controlling serum calcium levels, the pancreas releases glucagon and insulin, the adrenal cortex releases both the glucocorticoids and the mineralocorticoids, the thyroid releases calcitonin to help control serum calcium levels, and the ovaries release progesterone/estrogen while the testes release testosterone.",No,Endocrine System,P42,A921
Biology,This part releases vasopressin,Anterior pituitary,Posterior pituitary,Hippocampus,None of the above,2,"The endocrine system is a vast system that is responsible for releasing many different hormones. The pineal gland releases melatonin for sleep, the thyroid gland releases T3 and T4 to regulate basal metabolic rate, the parathyroid is responsible for releasing PTH for controlling serum calcium levels, the pancreas releases glucagon and insulin, the adrenal cortex releases both the glucocorticoids and the mineralocorticoids, the thyroid releases calcitonin to help control serum calcium levels, and the ovaries release progesterone/estrogen while the testes release testosterone.",No,Endocrine System,P42,A922
Biology,The beginnings of female genetalia are called ____ ducts.,Mullerian ducts,Androlilian,Wolffian ,Genetheliae,1,"Mullerian ducts change into the fallopian tubes, uterus, and cervix.",No,Reproduction and Development,,A923
Biology,The name of the gene on the Y chromosome to induce “maleness” is called the ___ gene.,SRY,PPY,STY,BBY,1,"The SRY gene is implicated in functions of development of sex differences in the early stages of life. Everyone begins in more of a female state, until the SRY gene begins affecting sex organs turning them male.",No,"Genetics, Molecular, and Microbiology",,A924
Biology,Which of the following prevents hormones entering the womb?,Vasopressin,Oxytocin,Alphafetoprotein,Progesterone,4,,No,Endocrine System,,A925
Biology,Which of the following areas of the brain is larger in females due to sex differences?,hypothalamus,thalamus,corpus callosum,hippocampus,3,The corpus callosum is the area of white matter connecting the two hemispheres of the brain. This has been shown to be larger in females.,No,Nervous System,,A926
Biology,Which phase of the menstrual cycles involves a surge of follicle-stimulating hormone (FSH) and leutinizing hormone (LH) from the brain/pituitary?,Menstruation,Follicular phase,Ovulation,None of the above,3,"FSH and LH stimulate production of estrogen and progesterone. FSH stimulates development of ovarian follicles, while LH causes ovulation.",No,Reproduction and Development,P58,A927
Biology,_______ is a hormone that is involved with milk production for baby animals.,Prolactin,Vasopressin,Progesterone,Estrogen,1,Prolactin is produced by a maternal creature in order to produce milk for their young.,No,Endocrine system,,A928
Biology,Which of the following is not considered to be part of the limbic system?,hypothalamus,hippocampus,Thalamus,Olfactory bulb,4,"The olfactory bulb is a sensory area, which can give the limbic system information, however it is not part of the limbic system.",No,Nervous System,,A929
Biology,"Someone who has locked-in syndrome (i.e., inability for the sympathetic/parasympathetic systems to change in response to the environment) is unable to experience emotions like fear and anxiety. This evidence supports the:",Commonsense view,Schachter-Singer theory,Cannon-Bard theory,James-lange theory,2,,No,Nervous System,,A930
Biology,Which of the following is involved with long-term stress?,Amygdala,Hippocampus,Pons,None of the above,1,The amygdala is known for its activation of the stress response and can encourage the release of adrenaline and cortisol.,No,Nervous System,,A931
Biology,"During long-term stress, _____ is released.",estradiol,leptin,cortisol,norepinephrine,3,Cortisol is a hormone that is secreted in order to help make energy available for use when in stressful situations.,No,Endocrine System,,A932
Biology,Drugs grouped as benzodiazepines increase the use of ____in the brain.,glutamate,serotonin,GABA,dopamine,3,"Benzodiazepines target the GABA receptors within the brain, slowing down neural circuits.",No,Nervous System,,A933
Biology,"Other than the amygdala, the benzodiazepines affect all areas EXCEPT the:",medulla,hippocampus,spinal cord,thalamus,4,,No,Nervous System,,A934
Biology,Which one of these is not from cell theory?,All living things are made of cells,Cells can spontaneously form,The cell is the fundamental unit of life,DNA is passed from parent to daughter cell,2,"Cell theory includes the following tenets: 1) All living things are made of cells,  2)The cell is the fundamental unit of life, and 3) DNA is passed from parent to daughter cell.",No,The Cell,,A935
Biology,What is a basic difference between prokaryotes and eukaryotes?,Eukaryotes have less genetic material,Prokaryotes cannot move,Prokaryotes do not have organelles,Eukaryotes don't have organelles,3,Prokaryotes do not have membrane bound organelles. Eukaryotes have organelles including the nucleus and mitochondria. Eukaryotes have more genetic material than prokaryotes. Both eukaryotes and prokaryotes can move.,No,The Cell,P49,A936
Biology,What type of bacteria cannot survive in oxygen rich environments?,Facultative anaerobes,Obligate anaerobes ,Aerotolerant anaerobes,Obligate anaerobes,2,"Obligate anaerobes are bacteria that cannot survive oxygen rich environments. The term ""anaero"" refers to ""without oxygen"".",No,The Cell,,A937
Biology,What is a function of the Golgi apparatus?,Site of translation,Site of transcription,Protein modifications,Break down waste,3,The golgi apparatus is responsible for the packaging and modification of proteins designated for secretion. ,No,The Cell,,A938
Biology,Where is the electron transport chain located?,Mitochondria,Cytosol,Nucleus,Endoplasmic Reticulum,1,The electron transport chain is located in the mitochondria. ,No,The Cell,P52,A939
Biology,Define Parenchyma.,The functional part of an organ,An organ associated with the lungs,Blood vessels,Skin,1,The functional part of an organ is Parenchyma.,No,The Cell,,A940
Biology,A genetic element that can insert/remove itself from the genome.,Gene,Transposons,Bacteriophage,Nucleoid,2,Transposons are genes that switch places due to random events such as mutations/,No,"Genetics, Molecular, and Microbiology",,A941
Biology,Spiral-shaped bacteria are called...,Bacilli,Spiral,Cocci,Spirilli,4,"The spiral shaped bacteria are known as spirilli, the rod-shaped bacteria is known as the bacilli, and the spherical bacteria are known as the cocci.",No,"Genetics, Molecular, and Microbiology",,A942
Biology,Gram-positive bacteria have...,A thick wall of peptidoglycan,A thin wall of Peptidoglycan,The ability to change to gram-negative,An outer membrane around the cell wall,1,"During staining, the thick peptidoglycan layer of a gram positive bacteria retains the first violet dye stain, while gram negative lose this stain during the decolorizing stage because they do not have this layer.",No,"Genetics, Molecular, and Microbiology",,A943
Biology,Moving in response to chemical stimuli is called...,Chemosynthesis,Chemokinetics,Chemical motion,Chemotaxis,4,Chemotaxis is defined as movement in a direction corresponding to a gradient of increasing or decreasing concentration of a substance.,No,Reproduction and Development,,A944
Biology,Which is NOT part of the cytoskeleton?,Microtubules,Actin,Myosin,Intermediate Filaments,3,"The cytoskeleton in the cell is composed of microtubules, actin, and intermediate filaments (which are comprised of actin). Myosin is found in muscle cells and is a key component in contraction.",No,The Cell,,A945
Biology,What protein are microtubules made of?,Actin,Tubulin,Kinesin,Keratin,2,"Actin makes up the intermediate filaments, microtubules are composed of tubulin, kinesin is a motor protein, and keratin is a structural protein.",No,The Cell,,A946
Biology,Rod-shaped bacteria are called...,Bacilli,Rhodopsin,Cocci,Spirilli,1,"The spiral shaped bacteria are known as spirilli, the rod-shaped bacteria is known as the bacilli, and the spherical bacteria are known as the cocci.",No,"Genetics, Molecular, and Microbiology",,A947
Biology,Spherical bacteria are called...,Spirilli,Cocci,Bacilli,Circi,2,"The spiral shaped bacteria are known as spirilli, the rod-shaped bacteria is known as the bacilli, and the spherical bacteria are known as the cocci.",No,"Genetics, Molecular, and Microbiology",,A948
Biology,In prokaryotes where is the electron transport chain?,Mitochondria,Cell membrane,nucleoid,Ribosomes,2,"The ETC in prokaryotes is located and embedded within the cell membrane of the cell. Prokaryotic cells do not have mitochondria and, while they do have ribosomes, they are in different subunits compared to the eukaryotic cells.",No,"Genetics, Molecular, and Microbiology",P49,A949
Biology,What is a function of the nucleolus?,Protein folding,Breakdown of DNA,Protein storage,Ribosome synthesis,4,A function of the nucleolus is ribosome synthesis. ,No,The Cell,,A950
Biology,What type of pathogen triggers the misfolding of proteins?,Prions,Bacteria,Viroids,Viruses,1,Prions are misfolded proteins with the ability to trigger misfolding in other proteins. They are the cause of diseases like Creutzfeldt-Jakob disease,No,The Cell,,A951
Biology,What type of cell has two copies of each chromosome?,Biploid,Haploid,Dichromo,Diploid,4,"A diploid cell contains two copies of each chromosome (46, as opposed to 23, which would be a haploid cell.)",No,The Cell,,A952
Biology,What type of cell has only one copy of each chromosome?,Monoploid,Diploid,Haploid,Monochromo,3,"A haploid cell contains only one copy of each chromosome (23, as opposed to 46, which would be a diploid cell.)",No,The Cell,,A953
Biology,Which is NOT part of the cell cycle?,S2,G1,G2,S,1,"The cell cycle is split up into multiple phases. The G1 phase deals with the duplication of organelles, the S phase deals with the duplication of chromosomes, The G2 phase deals with the correction of replication errors. All of these are a part of interphase. M phase has nuclear division and cytokinesis that occurs within it.",No,The Cell,P48,A954
Biology,In what phase of mitosis do the Chromosomes condense?,Prophase,Metaphase,Anaphase,Telophase,1,"Chromosomes begin to condense during prophase, they align at the midline during metaphase, the sister chromatids are pulled to opposite poles during anaphase, and cytokinesis begins during telophase as well as the reappearance of the nuclear envelope.",No,The Cell,P48,A955
Biology,In what phase of mitosis do the chromosomes line up at the equatorial plate?,Prophase,Metaphase,Anaphase,Telophase,2,"Chromosomes begin to condense during prophase, they align at the midline during metaphase, the sister chromatids are pulled to opposite poles during anaphase, and cytokinesis begins during telophase as well as the reappearance of the nuclear envelope.",No,The Cell,P48,A956
Biology,In what phase of mitosis does cytokinesis begin?,Prophase,Metaphase,Anaphase,Telophase,4,"Chromosomes begin to condense during prophase, they align at the midline during metaphase, the sister chromatids are pulled to opposite poles during anaphase, and cytokinesis begins during telophase as well as the reappearance of the nuclear envelope.",No,The Cell,P48,A957
Biology,In what phase of mitosis are sister chromatids pulled to opposite poles?,Prophase,Metaphase,Anaphase,Telophase,3,"Chromosomes begin to condense during prophase, they align at the midline during metaphase, the sister chromatids are pulled to opposite poles during anaphase, and cytokinesis begins during telophase as well as the reappearance of the nuclear envelope.",No,The Cell,P48,A958
Biology,Mitosis produces what type of cells?,Haploid,Diploid,Gametes,Monoploid,2,Mitosis is responsible for the production of the diploid cells or those with two pairs of chromosomes. Haploid cells are produced during meiosis and can also be classified as gametic cells. ,No,The Cell,P48,A959
Biology,Biological sex is determined by which pair of chromosomes?,1st,2nd,23rd,13th,3,Biological sex is determined by the 23rd pair of chromosome.,No,Reproduction and Development,,A960
Biology,Which chromosome carries a sex differentiating SRY gene?,1st Chromosome,X Chromosome,22nd Chromosome,Y Chromosome,4,The SRY gene is the necessary component that is required to be biologically labeled as a male. It is located on the Y chromosome.,No,Reproduction and Development,,A961
Biology,What type of cells nourish the sperm when they are developing?,Langerhaans cells,Sertoli cells,Germ cells,Epithelial cells,2,One function of the sertoli cells is to nourish the sperm when they are developing. ,No,Reproduction and Development,,A962
Biology,Where are ova produced?,Follicles,Uterus ,Vaginal Canal,Fallopian tubes,1,"The ova are produced by the follicles, the uterus is where the fetus will be kept, the vaginal canal is the location where sperm will first travel and then go to the Fallopian tube for fertilization. Within the oocyte, the zona pellucida is a glycoprotein-complex that is responsible for protecting the oocyte. ",No,Reproduction and Development,P58,A963
