Category,Question,1,2,Answer,Explanation,Trial,Subcategory,Image,ID
Biochemistry,Insulin causes a decrease in glycogen synthesis.,TRUE,FALSE,2,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",No,Metabolism,,B422
Biochemistry,Insulin causes an increase in lipogenesis.,TRUE,FALSE,1,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",Yes,Metabolism,,B423
Biochemistry,Insulin causes a decrease in lipogenesis,TRUE,FALSE,2,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",No,Metabolism,,B424
Biochemistry,Insulin causes an increase in protein synthesis.,TRUE,FALSE,1,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",No,Metabolism,,B425
Biochemistry,Insulin causes a decrease in protein synthesis.,TRUE,FALSE,2,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",No,Metabolism,,B426
Biochemistry,Insulin causes a decrease in glycogenolysis.,TRUE,FALSE,1,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",No,Metabolism,,B427
Biochemistry,Insulin causes an increase in glycogenolysis.,TRUE,FALSE,2,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",No,Metabolism,,B428
Biochemistry,Insulin causes a decrease in gluconeogenesis.,TRUE,FALSE,1,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",No,Metabolism,,B429
Biochemistry,Insulin causes an increase in gluconeogenesis.,TRUE,FALSE,2,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",No,Metabolism,,B430
Biochemistry,Insulin causes a decrease in lipolysis.,TRUE,FALSE,1,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",No,Metabolism,,B431
Biochemistry,Insulin causes an increase in lipolysis.,TRUE,FALSE,2,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",No,Metabolism,,B432
Biochemistry,Insulin causes a decrease in ketogenesis.,TRUE,FALSE,1,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",No,Metabolism,,B433
Biochemistry,Insulin causes an increase in ketogenesis.,TRUE,FALSE,2,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",No,Metabolism,,B434
Biochemistry,Glucagon decreases glycogen synthesis.,TRUE,FALSE,1,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B435
Biochemistry,Glucagon increases glycogen synthesis.,TRUE,FALSE,2,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B436
Biochemistry,Glucagon decreases lipogenesis.,TRUE,FALSE,1,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B437
Biochemistry,Glucagon increases lipogenesis.,TRUE,FALSE,2,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B438
Biochemistry,Glucagon decreases protein synthesis.,TRUE,FALSE,1,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B439
Biochemistry,Glucagon increases protein synthesis.,TRUE,FALSE,2,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B440
Biochemistry,Glucagon increases glycogenolysis.,TRUE,FALSE,1,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B441
Biochemistry,Glucagon decreases glycogenolysis.,TRUE,FALSE,2,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B442
Biochemistry,Glucagon increases gluconeogenesis.,TRUE,FALSE,1,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B443
Biochemistry,Glucagon decreases gluconeogenesis.,TRUE,FALSE,2,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B444
Biochemistry,Glucagon increases lipolysis.,TRUE,FALSE,1,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B445
Biochemistry,Glucagon decreases lipolysis.,TRUE,FALSE,2,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B446
Biochemistry,Glucagon increases ketogenesis.,TRUE,FALSE,1,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B447
Biochemistry,Glucagon decreases ketogenesis.,TRUE,FALSE,2,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B448
Biochemistry,Glucagon increases lipase activity,TRUE,FALSE,1,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B449
Biochemistry,Glucagon decreases lipase activity,TRUE,FALSE,2,"Glucagon is a hormone that promotes the release of glucose for the body to use. It increases the following activities: glycogenolysis, gluconeogenesis, lipolysis, ketogenesis, lipase activity. It decreases the following processes:  glycogen synthesis, lipogenesis, and protein synthesis. To remember this, just think that glucagon wants to break apart everything for energy and avoids building things up.",No,Metabolism,,B450
Biochemistry,Insulin dereases lipase activity.,TRUE,FALSE,1,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipase activity, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",No,Metabolism,,B451
Biochemistry,Insulin increases lipase activity,TRUE,FALSE,2,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and to then be stored as glycogen. It causes an increase in the following processes: lipogenesis, protein synthesis. It causes a decrease in the following processes: glycogenolysis, gluconeogenesis, lipase activity, lipolysis, and ketogenesis. To remember this, just think that insulin wants to store everything and avoids breaking things down.",No,Metabolism,,B452
Biochemistry,"alpha-1,4-linkages are formed using glycogen synthase.",TRUE,FALSE,1,"Glycogen synthase is used to form alpha-1,4-linkages in glycogen synthesis. The glycogen branching enzyme is used to form the alpha-1,6-linkages in glycogen synthesis",No,Carbohydrates and Lipids,,B453
Biochemistry,"alpha-1,6-linkages are formed using glycogen synthase",TRUE,FALSE,2,"Glycogen synthase is used to form alpha-1,4-linkages in glycogen synthesis. The glycogen branching enzyme is used to form the alpha-1,6-linkages in glycogen synthesis",No,Carbohydrates and Lipids,,B454
Biochemistry,"alpha-1,6-linkages are formed using branching enzyme.",TRUE,FALSE,1,"Glycogen synthase is used to form alpha-1,4-linkages in glycogen synthesis. The glycogen branching enzyme is used to form the alpha-1,6-linkages in glycogen synthesis",No,Carbohydrates and Lipids,,B455
Biochemistry,"alpha-1,6-linkages are formed using glycogen synthase.",TRUE,FALSE,2,"Glycogen synthase is used to form alpha-1,4-linkages in glycogen synthesis. The glycogen branching enzyme is used to form the alpha-1,6-linkages in glycogen synthesis",No,Carbohydrates and Lipids,,B456
Biochemistry,Insulin decreases fatty acid oxidation.,TRUE,FALSE,1,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and then stored as glycogen. It promotes the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. It decreases the following processes: fatty acid oxidation, glycogenolysis, gluconeogenesis. To remember this, just think that insulin wants to be used to build things up and avoids breaking things down.",No,Metabolism,,B457
Biochemistry,Insulin increases fatty acid oxidation.,TRUE,FALSE,2,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and then stored as glycogen. It promotes the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. It decreases the following processes: fatty acid oxidation, glycogenolysis, gluconeogenesis. To remember this, just think that insulin wants to be used to build things up and avoids breaking things down.",No,Metabolism,,B458
Biochemistry,Insulin increases fatty acid synthesis.,TRUE,FALSE,1,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and then stored as glycogen. It promotes the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. It decreases the following processes: fatty acid oxidation, glycogenolysis, gluconeogenesis. To remember this, just think that insulin wants to be used to build things up and avoids breaking things down.",No,Metabolism,,B459
Biochemistry,Insulin decreases fatty acid synthesis.,TRUE,FALSE,2,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and then stored as glycogen. It promotes the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. It decreases the following processes: fatty acid oxidation, glycogenolysis, gluconeogenesis. To remember this, just think that insulin wants to be used to build things up and avoids breaking things down.",No,Metabolism,,B460
Biochemistry,Insulin increases glycogen synthesis,TRUE,FALSE,1,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and then stored as glycogen. It promotes the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. It decreases the following processes: fatty acid oxidation, glycogenolysis, gluconeogenesis. To remember this, just think that insulin wants to be used to build things up and avoids breaking things down.",No,Metabolism,,B461
Biochemistry,Insulin decreases glycogen synthesis,TRUE,FALSE,2,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and then stored as glycogen. It promotes the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. It decreases the following processes: fatty acid oxidation, glycogenolysis, gluconeogenesis. To remember this, just think that insulin wants to be used to build things up and avoids breaking things down.",No,Metabolism,,B462
Biochemistry,Insulin decreases glycogenolysis,TRUE,FALSE,1,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and then stored as glycogen. It promotes the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. It decreases the following processes: fatty acid oxidation, glycogenolysis, gluconeogenesis. To remember this, just think that insulin wants to be used to build things up and avoids breaking things down.",No,Metabolism,,B463
Biochemistry,Insulin increases glycogenolysis,TRUE,FALSE,2,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and then stored as glycogen. It promotes the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. It decreases the following processes: fatty acid oxidation, glycogenolysis, gluconeogenesis. To remember this, just think that insulin wants to be used to build things up and avoids breaking things down.",No,Metabolism,,B464
Biochemistry,Insulin decreases gluconeogenesis,TRUE,FALSE,1,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and then stored as glycogen. It promotes the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. It decreases the following processes: fatty acid oxidation, glycogenolysis, gluconeogenesis. To remember this, just think that insulin wants to be used to build things up and avoids breaking things down.",No,Metabolism,,B465
Biochemistry,Insulin increases gluconeogenesis,TRUE,FALSE,2,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and then stored as glycogen. It promotes the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. It decreases the following processes: fatty acid oxidation, glycogenolysis, gluconeogenesis. To remember this, just think that insulin wants to be used to build things up and avoids breaking things down.",No,Metabolism,,B466
Biochemistry,Insulin increases glycolysis,TRUE,FALSE,1,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and then stored as glycogen. It promotes the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. It decreases the following processes: fatty acid oxidation, glycogenolysis, gluconeogenesis. To remember this, just think that insulin wants to be used to build things up and avoids breaking things down.",No,Metabolism,,B467
Biochemistry,Insulin decreases glycolysis,TRUE,FALSE,2,"Insulin is a hormone that promotes the uptake of glucose into the cells to be used as energy and then stored as glycogen. It promotes the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. It decreases the following processes: fatty acid oxidation, glycogenolysis, gluconeogenesis. To remember this, just think that insulin wants to be used to build things up and avoids breaking things down.",No,Metabolism,,B468
Biochemistry,Glucagon increases fatty acid oxidation.,TRUE,FALSE,1,"Glucagon is a hormone that promotes the release of glucose from glycogen for the body to use. It increases the following processes: fatty acid oxidation, gluconeogenesis, glycogenolysis. It decreases the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. To remember this, just thing that glucagon wants to break things down or convert them into new things.",No,Metabolism,,B469
Biochemistry,Glucagon decreases fatty acid oxidation,TRUE,FALSE,2,"Glucagon is a hormone that promotes the release of glucose from glycogen for the body to use. It increases the following processes: fatty acid oxidation, gluconeogenesis, glycogenolysis. It decreases the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. To remember this, just thing that glucagon wants to break things down or convert them into new things.",No,Metabolism,,B470
Biochemistry,Glucagon decreases fatty acid synthesis,TRUE,FALSE,1,"Glucagon is a hormone that promotes the release of glucose from glycogen for the body to use. It increases the following processes: fatty acid oxidation, gluconeogenesis, glycogenolysis. It decreases the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. To remember this, just thing that glucagon wants to break things down or convert them into new things.",No,Metabolism,,B471
Biochemistry,Glucagon increases fatty acid synthesis,TRUE,FALSE,2,"Glucagon is a hormone that promotes the release of glucose from glycogen for the body to use. It increases the following processes: fatty acid oxidation, gluconeogenesis, glycogenolysis. It decreases the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. To remember this, just thing that glucagon wants to break things down or convert them into new things.",No,Metabolism,,B472
Biochemistry,Glucagon decreases glycogen synthesis.,TRUE,FALSE,1,"Glucagon is a hormone that promotes the release of glucose from glycogen for the body to use. It increases the following processes: fatty acid oxidation, gluconeogenesis, glycogenolysis. It decreases the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. To remember this, just thing that glucagon wants to break things down or convert them into new things.",No,Metabolism,,B473
Biochemistry,Glucagon increases glycogen synthesis.,TRUE,FALSE,2,"Glucagon is a hormone that promotes the release of glucose from glycogen for the body to use. It increases the following processes: fatty acid oxidation, gluconeogenesis, glycogenolysis. It decreases the following processes: fatty acid synthesis, glycogen synthesis, glycolysis. To remember this, just thing that glucagon wants to break things down or convert them into new things.",No,Metabolism,,B474
Biochemistry,The citric acid cycle occurs in the mitochondrial matrix,TRUE,FALSE,1,"The citric acid cycle occurs in the mitochondrial matrix. It takes the pyruvate from glycolysis and it is converted to acetyl-CoA by the enzyme pyruvate dehydrogenase, where it is then transported into the matrix.",No,Metabolism,P223,B475
Biochemistry,The citric acid cycle occurs in the cytosol.,TRUE,FALSE,2,"The citric acid cycle occurs in the mitochondrial matrix. It takes the pyruvate from glycolysis and it is converted to acetyl-CoA by the enzyme pyruvate dehydrogenase, where it is then transported into the matrix.",No,Metabolism,P223,B476
Biochemistry,Oxidative phopshorylation occurs in the mitochondrial matrix,TRUE,FALSE,1,"Oxidative phosphorylation is the final phase of respiration. After the TCA, the NADH and FADH2 is transported to the Complexes to be converted into ATP through hydrogen pumping. This occurs in the matrices of the mitochondria.",No,Metabolism,P226,B477
Biochemistry,Oxidative phosphorylation occurs in the cytosol.,TRUE,FALSE,2,"Oxidative phosphorylation is the final phase of respiration. After the TCA, the NADH and FADH2 is transported to the Complexes to be converted into ATP through hydrogen pumping. This occurs in the matrices of the mitochondria.",No,Metabolism,P226,B478
Biochemistry,Beta oxidation occurs in the mitochondria.,TRUE,FALSE,1,"Beta-oxidation is the breakdown of fatty acid chains to generate acetyl-CoA. As the respiration chain is mostly centered in the mitochondria, it makes sense to have this occur there as well.",No,Metabolism,,B479
Biochemistry,Beta oxidation occurs in the cytosol.,TRUE,FALSE,2,"Beta-oxidation is the breakdown of fatty acid chains to generate acetyl-CoA. As the respiration chain is mostly centered in the mitochondria, it makes sense to have this occur there as well.",No,Metabolism,,B480
Biochemistry,Ketone body formation occurs in the mitochondria.,TRUE,FALSE,1,"Ketone body formation is the process of forming the ketone bodies (acetate-based) to be used as energy for the rest of the body. This makes sense to do this in the mitochondria, as it allows some of the energy to be utilized by the respiration chain.",No,Metabolism,,B481
Biochemistry,Ketone body formation occurs in the cytosol.,TRUE,FALSE,2,"Ketone body formation is the process of forming the ketone bodies (acetate-based) to be used as energy for the rest of the body. This makes sense to do this in the mitochondria, as it allows some of the energy to be utilized by the respiration chain.",No,Metabolism,,B482
Biochemistry,Glycolysis occurs in the cytosol.,TRUE,FALSE,1,Glycolysis is the conversion of glucose into pyruvate. Pyruvate must go through the pyruvate dehydrogenase complex to be converted into acetyl-CoA. This occurs outside of the mitochondria.,No,Metabolism,P53,B483
Biochemistry,Glycolysis occurs in the mitochondria,TRUE,FALSE,2,Glycolysis is the conversion of glucose into pyruvate. Pyruvate must go through the pyruvate dehydrogenase complex to be converted into acetyl-CoA. This occurs outside of the mitochondria.,No,Metabolism,P53,B484
Biochemistry,Pentose phosphate pathway occurs in the cytosol.,TRUE,FALSE,1,"The PPP is used to generate NADPH and anti-oxidants. As oxidative damages occurs in the cytosool, it makes sense to have this process occur there.",No,Metabolism,,B485
Biochemistry,Pentose phosphate pathway occurs in the mitochondria,TRUE,FALSE,2,"The PPP is used to generate NADPH and anti-oxidants. As oxidative damages occurs in the cytosool, it makes sense to have this process occur there.",No,Metabolism,,B486
Biochemistry,Fatty acid synthesis occurs in the cytosol.,TRUE,FALSE,1,Fatty acid synthesis occurs in the cytosol. This is because the chains that are built up are either then taken to the mitochondria for energy or transported outside the cell to travel in the bloodstream to assist elsewhere.,No,Metabolism,,B487
Biochemistry,Fatty acid synthesis occurs in the mitochondria.,TRUE,FALSE,2,Fatty acid synthesis occurs in the cytosol. This is because the chains that are built up are either then taken to the mitochondria for energy or transported outside the cell to travel in the bloodstream to assist elsewhere.,No,Metabolism,,B488
Biochemistry,AMP is an allosteric activator of glycolysis.,TRUE,FALSE,1,"Glycolysis is the conversion of glucose into two molecules of pyruvate. The allosteric activators of this process are low in energy: AMP, F26BP. The allosteric inhibitors are high in energy: ATP, G6P, Acetyl-CoA. Moreover, negative feedback inhibition helps to ensure this process doesn't produce more than it needs.",No,Metabolism,P53,B489
Biochemistry,AMP is an allosteric inhibitor of glycolysis,TRUE,FALSE,2,"Glycolysis is the conversion of glucose into two molecules of pyruvate. The allosteric activators of this process are low in energy: AMP, F26BP. The allosteric inhibitors are high in energy: ATP, G6P, Acetyl-CoA. Moreover, negative feedback inhibition helps to ensure this process doesn't produce more than it needs.",No,Metabolism,P53,B490
Biochemistry,F26BP is an allosteric activator of glycolysis,TRUE,FALSE,1,"Glycolysis is the conversion of glucose into two molecules of pyruvate. The allosteric activators of this process are low in energy: AMP, F26BP. The allosteric inhibitors are high in energy: ATP, G6P, Acetyl-CoA. Moreover, negative feedback inhibition helps to ensure this process doesn't produce more than it needs.",No,Metabolism,P53,B491
Biochemistry,F26BP is an allosteric inactivator of glycolysis,TRUE,FALSE,2,"Glycolysis is the conversion of glucose into two molecules of pyruvate. The allosteric activators of this process are low in energy: AMP, F26BP. The allosteric inhibitors are high in energy: ATP, G6P, Acetyl-CoA. Moreover, negative feedback inhibition helps to ensure this process doesn't produce more than it needs.",No,Metabolism,P53,B492
Biochemistry,G6P is an allosteric inhibitor of glycolysis,TRUE,FALSE,1,"Glycolysis is the conversion of glucose into two molecules of pyruvate. The allosteric activators of this process are low in energy: AMP, F26BP. The allosteric inhibitors are high in energy: ATP, G6P, Acetyl-CoA. Moreover, negative feedback inhibition helps to ensure this process doesn't produce more than it needs.",No,Metabolism,P53,B493
Biochemistry,G6P is an allosteric activator of glycolysis,TRUE,FALSE,2,"Glycolysis is the conversion of glucose into two molecules of pyruvate. The allosteric activators of this process are low in energy: AMP, F26BP. The allosteric inhibitors are high in energy: ATP, G6P, Acetyl-CoA. Moreover, negative feedback inhibition helps to ensure this process doesn't produce more than it needs.",No,Metabolism,P53,B494
Biochemistry,ATP is an allosteric inhibitor of glycolysis,TRUE,FALSE,1,"Glycolysis is the conversion of glucose into two molecules of pyruvate. The allosteric activators of this process are low in energy: AMP, F26BP. The allosteric inhibitors are high in energy: ATP, G6P, Acetyl-CoA. Moreover, negative feedback inhibition helps to ensure this process doesn't produce more than it needs.",No,Metabolism,P53,B495
Biochemistry,ATP is an allosteric activator of glycolysis,TRUE,FALSE,2,"Glycolysis is the conversion of glucose into two molecules of pyruvate. The allosteric activators of this process are low in energy: AMP, F26BP. The allosteric inhibitors are high in energy: ATP, G6P, Acetyl-CoA. Moreover, negative feedback inhibition helps to ensure this process doesn't produce more than it needs.",No,Metabolism,P53,B496
Biochemistry,Acetyl-CoA is an allosteric inhibitor of glycolysis,TRUE,FALSE,1,"Glycolysis is the conversion of glucose into two molecules of pyruvate. The allosteric activators of this process are low in energy: AMP, F26BP. The allosteric inhibitors are high in energy: ATP, G6P, Acetyl-CoA. Moreover, negative feedback inhibition helps to ensure this process doesn't produce more than it needs.",No,Metabolism,P53,B497
Biochemistry,Acetyl-CoA is an allosteric activator of glycolysis,TRUE,FALSE,2,"Glycolysis is the conversion of glucose into two molecules of pyruvate. The allosteric activators of this process are low in energy: AMP, F26BP. The allosteric inhibitors are high in energy: ATP, G6P, Acetyl-CoA. Moreover, negative feedback inhibition helps to ensure this process doesn't produce more than it needs.",No,Metabolism,P53,B498
Biochemistry,AMP is an allosteric activator of glycogenolysis,TRUE,FALSE,1,"Glycogenolysis is the process of breaking down glycogen into glucose so the body can use it. The allosteric activators of this process are low in energy, like AMP. The allosteric inhibitors of this process are high in energy, like ATP, G6P, and acetyl-CoA. Negative feedback inhibition also assists in controlling the levels.",No,Metabolism,,B499
Biochemistry,AMP is an allosteric inhibitor of glycogenolysis,TRUE,FALSE,2,"Glycogenolysis is the process of breaking down glycogen into glucose so the body can use it. The allosteric activators of this process are low in energy, like AMP. The allosteric inhibitors of this process are high in energy, like ATP, G6P, and acetyl-CoA. Negative feedback inhibition also assists in controlling the levels.",No,Metabolism,,B500
Biochemistry,G6P is an allosteric inhibitor of glycogenolysis,TRUE,FALSE,1,"Glycogenolysis is the process of breaking down glycogen into glucose so the body can use it. The allosteric activators of this process are low in energy, like AMP. The allosteric inhibitors of this process are high in energy, like ATP, G6P, and acetyl-CoA. Negative feedback inhibition also assists in controlling the levels.",No,Metabolism,,B501
Biochemistry,G6P is an allosteric activator of glycogenolysis,TRUE,FALSE,2,"Glycogenolysis is the process of breaking down glycogen into glucose so the body can use it. The allosteric activators of this process are low in energy, like AMP. The allosteric inhibitors of this process are high in energy, like ATP, G6P, and acetyl-CoA. Negative feedback inhibition also assists in controlling the levels.",No,Metabolism,,B502
